168.7539063     ,169.7611828,no match,,,,,,,,,,
573.21875       ,574.2260265,no match,,,,,,,,,,
837.4841919     ,838.4914684,no match,,,,,,,,,,
568.34375       ,569.3510265,no match,,,,,,,,,,
844.5352173     ,845.5424938,no match,,,,,,,,,,
259.8395996     ,260.8468761,no match,,,,,,,,,,
819.5308228     ,820.5380993,no match,,,,,,,,,,
336.9735413     ,337.9808178,no match,,,,,,,,,,
221.1309509     ,222.1382274,no match,,,,,,,,,,
609.184021     ,610.1912975,610.189770423   ,C28H34O15, , 14N , , , , , , Hesperidin      C09755  11943,
316.9604187     ,317.9676952,no match,,,,,,,,,,
695.4669189     ,696.4741954,no match,,,,,,,,,,
844.5336914     ,845.5409679,no match,,,,,,,,,,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Gentiacaulein   C10064  12250,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Dihydrokaempferol       C00974 ,4223
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Eriodictyol     C05631  7944,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Swerchirin      C10091  12277,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , ," 3,5-Dimethoxy-1,6-dihydroxyxant",hone     C10060  12246
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , (+-)-Dalbergioidin      C10415 ,12601
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Micromelin      C09277  11468,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , ," 2-Hydroxy-2,3-dihydrogenistein ",C12631  583021
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , 2-O-Methylswertianin    C10083 ,12269
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Okanin  C08724  10917,
287.0561523     ,288.0634288,288.063388118   ,C15H12O6        12C , , 14N , , , , , , Fustin  C01378  4573,
297.1193848     ,298.1266613,no match,,,,,,,,,,
266.151886     ,267.1591625,no match,,,,,,,,,,
521.3349609     ,522.3422374,no match,,,,,,,,,,
180.8777161     ,181.8849926,no match,,,,,,,,,,
400.9852295     ,401.992506,no match,,,,,,,,,,
387.0933533     ,388.1006298,no match,,,,,,,,,,
194.972641     ,195.9799175,no match,,,,,,,,,,
203.9386749     ,204.9459514,no match,,,,,,,,,,
552.1812744     ,553.1885509,no match,,,,,,,,,,
386.9874268     ,387.9947033,no match,,,,,,,,,,
434.1305542     ,435.1378307,no match,,,,,,,,,,
706.4369507     ,707.4442272,no match,,,,,,,,,,
267.0720215     ,268.079298,268.079432113   ,C9H16O9 12C     14N , ,     , , ,2(,al,ph,a-D-Mannosyl)-D-glycerate C11544 ,13711
267.0720215     ,268.079298,268.079432113   ,C9H16O9 12C     14N , ,     , , ,-3,De,ox,y-D-glycero-D-galacto-2-nonuloson,ic acid  no KEGG 700413
399.1660156     ,400.1732921,no match,,,,,,,,,,
162.8377838     ,163.8450603,no match,,,,,,,,,,
833.5113525     ,834.518629,no match,,,,,,,,,,
336.8592224     ,337.8664989,no match,,,,,,,,,,
972.3630371     ,973.3703136,no match,,,,,,,,,,
195.8097534     ,196.8170299,no match,,,,,,,,,,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Hydroxyisopatchoulenone C09686 ,11876
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Eremophilenolide        C09409 ,11600
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Sclerosporin    C09721  11909,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Bakkenolide A   C09350  11541,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Valerenic acid  C09743  11931,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Tetradymol      C09739  11927,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Helminthosporal C09677  11867,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Confertifolin   C09376  11567,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Drimenin        C09399  11590,
233.1542511     ,234.1615276,234.16197995   ,C15H22O2        12C , , 14N , , , , , , Polygodial      C09712  11901,
451.1464233     ,452.1536998,no match,,,,,,,,,,
230.7661438     ,231.7734203,no match,,,,,,,,,,
328.2215271     ,329.2288036,no match,,,,,,,,,,
408.992157     ,409.9994335,no match,,,,,,,,,,
433.236084     ,434.2433605,434.243340117   ,C21H39O7P       12C , , 14N , , , , , , Oleoylglycerone phosphate     , C03630  6413
795.5206909     ,796.5279674,no match,,,,,,,,,,
317.0878906     ,318.0951671,318.09574702   ,C17H19ClN2S     12C , , 14N , , , , , , Chlorpromazine  C06906  9123,
746.5076904     ,747.5149669,no match,,,,,,,,,,
251.0957184     ,252.1029949,no match,,,,,,,,,,
833.5214844     ,834.5287609,no match,,,,,,,,,,
758.5430908     ,759.5503673,no match,,,,,,,,,,
1209.415527     ,1210.422803,no match,,,,,,,,,,
270.829071     ,271.8363475,no match,,,,,,,,,,
221.799881     ,222.8071575,no match,,,,,,,,,,
886.3685913     ,887.3758678,no match,,,,,,,,,,
563.30896       ,564.3162365,no match,,,,,,,,,,
839.5004272     ,840.5077037,no match,,,,,,,,,,
355.1036072     ,356.1108837,356.110732241   ,C16H20O9        12C , , 14N , , , , , , Gentiopicrin    C09782  11970,
352.8537598     ,353.8610363,no match,,,,,,,,,,
180.8781128     ,181.8853893,no match,,,,,,,,,,
722.3701782     ,723.3774547,no match,,,,,,,,,,
223.1337433     ,224.1410198,224.141244508   ,C13H20O3        12C , , 14N , , , , , , methyl jasmonate        bmse000,551
223.1337433     ,224.1410198,224.141244508   ,C13H20O3        12C , , 14N , , , , , , Vomifoliol      C01760  4893,
223.1337433     ,224.1410198,224.141244508   ,C13H20O3        12C , , 14N , , , , , , (+/-)-6-Hydroxy-3-oxo-alpha-ion,ol       C04166  6848
223.1337433     ,224.1410198,224.141244508   ,C13H20O3        12C , , 14N , , , , , , Methyl jasmonate        C11512 ,13682
219.8449249     ,220.8522014,no match,,,,,,,,,,
697.4819946     ,698.4892711,no match,,,,,,,,,,
180.9116974     ,181.9189739,no match,,,,,,,,,,
337.1409607     ,338.1482372,no match,,,,,,,,,,
322.9937744     ,324.0010509,no match,,,,,,,,,,
409.2366943     ,410.2439708,410.243340117   ,C19H39O7P       12C , , 14N , , , , , , 1-Palmitoylglycerol 3-phosphate,C04036  6739
837.4835815     ,838.490858,no match,,,,,,,,,,
503.1567078     ,504.1639843,504.163161742   ,C25H28O11       12C , , 14N , , , , , , Urdamycinone F  C12410  582800,
503.1567078     ,504.1639843,504.163161742   ,C25H28O11       12C , , 14N , , , , , , Sergeolide      C08782  10975,
567.3406982     ,568.3479747,no match,,,,,,,,,,
835.5321655     ,836.539442,836.541479197   ,C43H81O13P      12C , , 14N , , , , , , 1-Hexadecanoyl-2-(9Z-octadeceno,yl)-sn-glycero-3-phospho-1'-myo-inositol C13888  854133
309.1196289     ,310.1269054,no match,,,,,,,,,,
819.5302124     ,820.5374889,no match,,,,,,,,,,
294.2153625     ,295.222639,no match,,,,,,,,,,
336.9732361     ,337.9805126,no match,,,,,,,,,,
170.8323212     ,171.8395977,no match,,,,,,,,,,
266.1514282     ,267.1587047,no match,,,,,,,,,,
400.9859924     ,401.9932689,no match,,,,,,,,,,
719.489502     ,720.4967785,no match,,,,,,,,,,
371.0982971     ,372.1055736,no match,,,,,,,,,,
723.3724365     ,724.379713,no match,,,,,,,,,,
180.8987885     ,181.906065,no match,,,,,,,,,,
549.2553711     ,550.2626476,no match,,,,,,,,,,
258.9812317     ,259.9885082,no match,,,,,,,,,,
601.3237915     ,602.331068,no match,,,,,,,,,,
525.3297729     ,526.3370494,no match,,,,,,,,,,
794.5212402     ,795.5285167,no match,,,,,,,,,,
397.1141663     ,398.1214428,no match,,,,,,,,,,
273.9598999     ,274.9671764,no match,,,,,,,,,,
460.2276306     ,461.2349071,no match,,,,,,,,,,
959.5956421     ,960.6029186,no match,,,,,,,,,,
565.2871094     ,566.2943859,no match,,,,,,,,,,
669.4504395     ,670.457716,670.457355638   ,C37H67O8P       12C , , 14N , , , , , , 1-18:2-2-trans-16:1-sn-glycerol,-3-phosphate     no KEGG no PubChem
179.8816834     ,180.8889599,no match,,,,,,,,,,
337.0928345     ,338.100111,338.099099661   ,C15H15N4NaO4    12C , , 14N , , , , , , Sodium caffeine benzoate       ,C13403  586145
337.0928345     ,338.100111,338.100167555   ,C16H18O8        12C , , 14N , , , , , , 1-Caffeoyl-4-deoxyquinic acid , C10432  12617
337.0928345     ,338.100111,338.100167555   ,C16H18O8        12C , , 14N , , , , , , p-Coumaroyl quinic acid C12208 ,14353
337.0928345     ,338.100111,338.100167555   ,C16H18O8        12C , , 14N , , , , , , trans-5-O-(4-Coumaroyl)-D-quina,te       C04222  6894
337.0928345     ,338.100111,338.100167555   ,C16H18O8        12C , , 14N , , , , , , 4-p-Coumaroylquinic acid       ,C10441  12625
380.9779968     ,381.9852733,no match,,,,,,,,,,
581.3192749     ,582.3265514,no match,,,,,,,,,,
435.1300354     ,436.1373119,436.136946991   ,C21H24O10       12C , , 14N , , , , , , Phlorizin       C01604  4758,
845.5421143     ,846.5493908,no match,,,,,,,,,,
346.975769     ,347.9830455,no match,,,,,,,,,,
437.2680054     ,438.2752819,no match,,,,,,,,,,
839.4986572     ,840.5059337,no match,,,,,,,,,,
368.9795837     ,369.9868602,no match,,,,,,,,,,
474.26297       ,475.2702465,no match,,,,,,,,,,
413.1087036     ,414.1159801,414.116211549   ,C18H22O11       12C , , 14N , , , , , , Asperuloside    C09769  11957,
411.0246277     ,412.0319042,no match,,,,,,,,,,
748.5227661     ,749.5300426,no match,,,,,,,,,,
437.1581726     ,438.1654491,no match,,,,,,,,,,
288.2265015     ,289.233778,no match,,,,,,,,,,
217.0289917     ,218.0362682,no match,,,,,,,,,,
345.1459045     ,346.153181,no match,,,,,,,,,,
313.7366028     ,314.7438793,no match,,,,,,,,,,
727.4133301     ,728.4206066,no match,,,,,,,,,,
671.4676514     ,672.4749279,672.473005702   ,C37H69O8P       12C , , 14N , , , , , , Phosphatidyl Ethanol    no KEGG,7889648
365.0183411     ,366.0256176,no match,,,,,,,,,,
247.8390198     ,248.8462963,no match,,,,,,,,,,
271.2278748     ,272.2351513,272.235144893   ,C16H32O3        12C , , 14N , , , , , , 16-hydroxyhexadecanoic acid   , bmse000700
271.2278748     ,272.2351513,272.235144893   ,C16H32O3        12C , , 14N , , , , , , 16-hydroxypalmitate     no KEGG,153752
420.0873718     ,421.0946483,no match,,,,,,,,,,
499.1831055     ,500.190382,no match,,,,,,,,,,
746.7037354     ,747.7110119,no match,,,,,,,,,,
282.9819641     ,283.9892406,no match,,,,,,,,,,
165.0183258     ,166.0256023,no match,,,,,,,,,,
374.9703064     ,375.9775829,no match,,,,,,,,,,
515.1952515     ,516.202528,no match,,,,,,,,,,
295.2277222     ,296.2349987,296.235144893   ,C18H32O3        12C , , 14N , , , , , ," (9Z,12Z)-(8S)-Hydroxyoctadeca-9",",12-dienoic acid C08318  10516"
295.2277222     ,296.2349987,296.235144893   ,C18H32O3        12C , , 14N , , , , , , 18-oxooleate    no KEGG no PubC,hem
295.2277222     ,296.2349987,296.235144893   ,C18H32O3        12C , , 14N , , , , , ," (9Z)-(12R,13S)-12,13-Epoxyoctad",ecenoic acid     C08368  10564
225.7955627     ,226.8028392,no match,,,,,,,,,,
699.4993896     ,700.5066661,700.50430583   ,C39H73O8P       12C , , 14N , , , , , , Dioleoylphosphatidic acid     , no KEGG 738554
207.9305267     ,208.9378032,no match,,,,,,,,,,
264.8729248     ,265.8802013,no match,,,,,,,,,,
968.5737915     ,969.581068,no match,,,,,,,,,,
403.1404419     ,404.1477184,404.147117747   ,C21H24O8        12C , , 14N , , , , , , Mallotophenone  C10708  12891,
433.2365723     ,434.2438488,434.243340117   ,C21H39O7P       12C , , 14N , , , , , , Oleoylglycerone phosphate     , C03630  6413
376.9861755     ,377.993452,no match,,,,,,,,,,
567.3396606     ,568.3469371,no match,,,,,,,,,,
843.5311279     ,844.5384044,no match,,,,,,,,,,
213.9634857     ,214.9707622,no match,,,,,,,,,,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,D-,pi,ni,tol       bmse000740,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-4,O-,Me,thyl-myo-inositol C06352  8588,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-6,O-,Me,thyl-myo-inositol C06353  8589,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-3,O-,Me,thyl-myo-inositol C03660  6438,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,Me,th,yl,beta-D-galactoside       C03619 ,6403
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,5D,-5,#NAME?,-Methyl-chiro-inositol    C03844 ,6581
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,5D,-5,#NAME?,-Methyl-scyllo-inositol   C05163 ,7579
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-1,O-,Me,thyl-myo-inositol C03659  6437,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,(-,)-,Qu,ebrachitol        C08257  10456,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,Pi,ni,to,l C08256  10455,
193.0708618     ,194.0781383,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-5,O-,Me,thyl-myo-inositol C03365  6202,
716.2659912     ,717.2732677,no match,,,,,,,,,,
701.2225952     ,702.2298717,no match,,,,,,,,,,
254.9863281     ,255.9936046,no match,,,,,,,,,,
230.9860077     ,231.9932842,no match,,,,,,,,,,
433.2087708     ,434.2160473,no match,,,,,,,,,,
299.1866455     ,300.193922,no match,,,,,,,,,,
374.9867249     ,375.9940014,no match,,,,,,,,,,
380.156311     ,381.1635875,381.164833497   ,C16H23N5O6      12C , , 14N , , , , , , trans-zeatin-9-N-glucoside     ,no KEGG no PubChem
380.156311     ,381.1635875,381.164833497   ,C16H23N5O6      12C , , 14N , , , , , , trans-zeatin-7-N-glucoside     ,no KEGG 3886835
380.156311     ,381.1635875,381.164833497   ,C16H23N5O6      12C , , 14N , , , , , , O-beta-D-Glucosylzeatin C03423 ,6250
207.9306946     ,208.9379711,no match,,,,,,,,,,
719.4884644     ,720.4957409,no match,,,,,,,,,,
597.6923218     ,598.6995983,no match,,,,,,,,,,
249.1531372     ,250.1604137,no match,,,,,,,,,,
190.9277954     ,191.9350719,no match,,,,,,,,,,
837.3713989     ,838.3786754,838.375663093   ,C49H58FeN4O5    12C , , 14N , , , , , , heme O  no KEGG no PubChem,
223.7979431     ,224.8052196,no match,,,,,,,,,,
274.9763489     ,275.9836254,no match,,,,,,,,,,
367.103363     ,368.1106395,368.110732241   ,C17H20O9        12C , , 14N , , , , , , O-Feruloylquinate       C02572 ,5568
303.1349792     ,304.1422557,no match,,,,,,,,,,
314.9883118     ,315.9955883,no match,,,,,,,,,,
330.9807129     ,331.9879894,no match,,,,,,,,,,
581.1372681     ,582.1445446,no match,,,,,,,,,,
213.8872375     ,214.894514,no match,,,,,,,,,,
457.1721802     ,458.1794567,no match,,,,,,,,,,
833.5202026     ,834.5274791,no match,,,,,,,,,,
426.9825745     ,427.989851,no match,,,,,,,,,,
198.93573       ,199.9430065,no match,,,,,,,,,,
507.2093811     ,508.2166576,no match,,,,,,,,,,
543.2095337     ,544.2168102,no match,,,,,,,,,,
447.1508484     ,448.1581249,no match,,,,,,,,,,
287.746582     ,288.7538585,no match,,,,,,,,,,
325.1662598     ,326.1735363,no match,,,,,,,,,,
234.7612152     ,235.7684917,no match,,,,,,,,,,
221.8000641     ,222.8073406,no match,,,,,,,,,,
471.3690491     ,472.3763256,no match,,,,,,,,,,
326.1880493     ,327.1953258,no match,,,,,,,,,,
242.9856415     ,243.992918,no match,,,,,,,,,,
269.1298523     ,270.1371288,no match,,,,,,,,,,
255.7707977     ,256.7780742,no match,,,,,,,,,,
435.1295166     ,436.1367931,436.136946991   ,C21H24O10       12C , , 14N , , , , , , Phlorizin       C01604  4758,
433.2364502     ,434.2437267,434.243340117   ,C21H39O7P       12C , , 14N , , , , , , Oleoylglycerone phosphate     , C03630  6413
237.1165314     ,238.1238079,no match,,,,,,,,,,
401.109436     ,402.1167125,no match,,,,,,,,,,
609.1263428     ,610.1336193,610.132255544   ,C30H26O14       12C , , 14N , , , , , , Gallocatechin-(4alpha->8)-epiga,llocatechin      C10227  12413
255.8224487     ,256.8297252,no match,,,,,,,,,,
375.1667175     ,376.173994,no match,,,,,,,,,,
221.8003235     ,222.8076,no match,,,,,,,,,,
832.5092773     ,833.5165538,no match,,,,,,,,,,
816.5039063     ,817.5111828,no match,,,,,,,,,,
207.9338684     ,208.9411449,no match,,,,,,,,,,
249.8079987     ,250.8152752,no match,,,,,,,,,,
400.9855347     ,401.9928112,no match,,,,,,,,,,
395.1716614     ,396.1789379,no match,,,,,,,,,,
697.4837646     ,698.4910411,no match,,,,,,,,,,
609.2751465     ,610.282423,no match,,,,,,,,,,
695.4666138     ,696.4738903,no match,,,,,,,,,,
1039.383545     ,1040.390821,no match,,,,,,,,,,
230.7661896     ,231.7734661,no match,,,,,,,,,,
837.4853516     ,838.4926281,no match,,,,,,,,,,
219.8451996     ,220.8524761,no match,,,,,,,,,,
165.0180664     ,166.0253429,no match,,,,,,,,,,
344.9954529     ,346.0027294,no match,,,,,,,,,,
267.124054     ,268.1313305,no match,,,,,,,,,,
587.3091431     ,588.3164196,no match,,,,,,,,,,
204.9888       ,205.9960765,no match,,,,,,,,,,
342.8155212     ,343.8227977,no match,,,,,,,,,,
158.0446777     ,159.0519542,no match,,,,,,,,,,
365.1612549     ,366.1685314,366.167853189   ,C19H26O7        12C , , 14N , , , , , , Diacetoxyscirpenol      C09662 ,11852
365.1612549     ,366.1685314,366.167853189   ,C19H26O7        12C , , 14N , , , , , , Orizabin        C09521  11712,
241.8824005     ,242.889677,no match,,,,,,,,,,
569.3557739     ,570.3630504,no match,,,,,,,,,,
716.6898193     ,717.6970958,no match,,,,,,,,,,
441.1984558     ,442.2057323,no match,,,,,,,,,,
286.0441895     ,287.051466,no match,,,,,,,,,,
300.1088562     ,301.1161327,no match,,,,,,,,,,
901.2642212     ,902.2714977,no match,,,,,,,,,,
205.9362488     ,206.9435253,no match,,,,,,,,,,
694.4556885     ,695.462965,no match,,,,,,,,,,
631.2254028     ,632.2326793,no match,,,,,,,,,,
228.0697937     ,229.0770702,no match,,,,,,,,,,
440.9986267     ,442.0059032,no match,,,,,,,,,,
394.9765015     ,395.983778,no match,,,,,,,,,,
483.2728577     ,484.2801342,484.282489017   ,C29H40O6        12C , , 14N , , , , , , Stigmatellin Y  C12150  14297,
218.9860687     ,219.9933452,219.993519538   ,C4H11Cl2N2O2P   12C , , 14N , , , , , , Phosphoramide mustard   C07647 ,9849
347.7060242     ,348.7133007,no match,,,,,,,,,,
230.9860687     ,231.9933452,no match,,,,,,,,,,
392.9798584     ,393.9871349,no match,,,,,,,,,,
436.9840088     ,437.9912853,no match,,,,,,,,,,
581.2959595     ,582.303236,no match,,,,,,,,,,
157.8706665     ,158.877943,no match,,,,,,,,,,
391.0015259     ,392.0088024,no match,,,,,,,,,,
739.3186646     ,740.3259411,no match,,,,,,,,,,
669.4522095     ,670.459486,670.457355638   ,C37H67O8P       12C , , 14N , , , , , , 1-18:2-2-trans-16:1-sn-glycerol,-3-phosphate     no KEGG no PubChem
190.927536     ,191.9348125,no match,,,,,,,,,,
199.8042908     ,200.8115673,no match,,,,,,,,,,
694.4547119     ,695.4619884,no match,,,,,,,,,,
670.2092285     ,671.216505,no match,,,,,,,,,,
226.9452362     ,227.9525127,no match,,,,,,,,,,
1045.475342     ,1046.482618,no match,,,,,,,,,,
246.8046875     ,247.811964,no match,,,,,,,,,,
493.2301941     ,494.2374706,no match,,,,,,,,,,
566.3276978     ,567.3349743,no match,,,,,,,,,,
794.519165     ,795.5264415,no match,,,,,,,,,,
203.9386292     ,204.9459057,no match,,,,,,,,,,
433.2088623     ,434.2161388,no match,,,,,,,,,,
317.0545959     ,318.0618724,no match,,,,,,,,,,
304.9830933     ,305.9903698,no match,,,,,,,,,,
361.1148071     ,362.1220836,362.121296927   ,C15H22O10       12C , , 14N , , , , , , Catalpol        C09773  11961,
361.1148071     ,362.1220836,362.121296927   ,C15H22O10       12C , , 14N , , , , , , Antirrhinoside  C09768  11956,
172.829071     ,173.8363475,no match,,,,,,,,,,
460.2277222     ,461.2349987,no match,,,,,,,,,,
246.9812164     ,247.9884929,no match,,,,,,,,,,
344.9960632     ,346.0033397,no match,,,,,,,,,,
517.1930542     ,518.2003307,no match,,,,,,,,,,
406.9768066     ,407.9840831,no match,,,,,,,,,,
241.8231201     ,242.8303966,no match,,,,,,,,,,
385.1875305     ,386.194807,no match,,,,,,,,,,
255.7705383     ,256.7778148,no match,,,,,,,,,,
487.1827698     ,488.1900463,no match,,,,,,,,,,
450.9828491     ,451.9901256,no match,,,,,,,,,,
228.9434052     ,229.9506817,no match,,,,,,,,,,
328.9844971     ,329.9917736,no match,,,,,,,,,,
418.8943481     ,419.9016246,no match,,,,,,,,,,
446.138916     ,447.1461925,447.148032547   ,C23H27Cl2N3O2   12C , , 14N , , , , , , Aripiprazole    C12564  582954,
424.9836426     ,425.9909191,no match,,,,,,,,,,
536.3167725     ,537.324049,no match,,,,,,,,,,
244.8070679     ,245.8143444,no match,,,,,,,,,,
1037.368164     ,1038.37544,no match,,,,,,,,,,
838.4874268     ,839.4947033,no match,,,,,,,,,,
508.9852295     ,509.992506,no match,,,,,,,,,,
212.0745544     ,213.0818309,no match,,,,,,,,,,
577.1570435     ,578.16432,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Violanthin      C10196  12382,
577.1570435     ,578.16432,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Apigenin 7-O-neohesperidoside , C12627  583017
577.1570435     ,578.16432,578.163555672   ,C27H30O14       12C , , 14N , , , , , , kaempferol-3-rhamnoside-7-rhamn,oside    no KEGG no PubChem
577.1570435     ,578.16432,578.163555672   ,C27H30O14       12C , , 14N , , , , , , Vitexin 2''-O-beta-L-rhamnoside,C12628  583018
458.9891663     ,459.9964428,no match,,,,,,,,,,
671.4672852     ,672.4745617,672.473005702   ,C37H69O8P       12C , , 14N , , , , , , Phosphatidyl Ethanol    no KEGG,7889648
552.3485107     ,553.3557872,no match,,,,,,,,,,
249.8082581     ,250.8155346,no match,,,,,,,,,,
605.4274902     ,606.4347667,no match,,,,,,,,,,
192.9885406     ,193.9958171,no match,,,,,,,,,,
286.0650024     ,287.0722789,287.072847367   ,C14H13N3O2S     12C , , 14N , , , , , , Sulmazole       C13749  586338,
530.3058472     ,531.3131237,no match,,,,,,,,,,
350.9876099     ,351.9948864,no match,,,,,,,,,,
699.4973145     ,700.504591,700.50430583   ,C39H73O8P       12C , , 14N , , , , , , Dioleoylphosphatidic acid     , no KEGG 738554
581.1887817     ,582.1960582,no match,,,,,,,,,,
218.1028748     ,219.1101513,219.110672661   ,C9H17NO5        12C , , 14N , , , , , , Pantothenate    bmse000287,
218.1028748     ,219.1101513,219.110672661   ,C9H17NO5        12C , , 14N , , , , , , Pantothenate    C00864  4121,
215.0093689     ,216.0166454,no match,,,,,,,,,,
365.0183716     ,366.0256481,no match,,,,,,,,,,
623.1622925     ,624.169569,624.171502136   ,C34H32N4O4Zn    12C , , 14N , , , , , , Zinc protoporphyrin-9   C03184 ,6063
226.0540161     ,227.0612926,no match,,,,,,,,,,
412.9851379     ,413.9924144,no match,,,,,,,,,,
833.5186768     ,834.5259533,no match,,,,,,,,,,
609.1461182     ,610.1533947,610.153384917   ,C27H30O16       12C , , 14N , , , , , , Rutin   C05625  7941,
609.1461182     ,610.1533947,610.153384917   ,C27H30O16       12C , , 14N , , , , , , Lucenin-2       C10102  12288,
609.1461182     ,610.1533947,610.153384917   ,C27H30O16       12C , , 14N , , , , , , Kaempferol 3-O-beta-D-glucosyl-,(1->2)-beta-D-glucoside  C12634  583024
609.1461182     ,610.1533947,610.153384917   ,C27H30O16       12C , , 14N , , , , , , Isoorientin 2''-O-rhamnoside   ,C03870  6604
637.157959     ,638.1652355,no match,,,,,,,,,,
463.2562866     ,464.2635631,no match,,,,,,,,,,
429.1766052     ,430.1838817,no match,,,,,,,,,,
312.9899902     ,313.9972667,no match,,,,,,,,,,
180.9116821     ,181.9189586,no match,,,,,,,,,,
415.2349548     ,416.2422313,no match,,,,,,,,,,
230.9858093     ,231.9930858,no match,,,,,,,,,,
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,-2,Hy,dr,oxy-5-carboxymethylmuconate semia,ldehyde  C04642  7231
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,-4,Fu,ma,rylacetoacetate   C01061  4300,
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,ci,s-,"4,","5-Dihydroxycyclohexa-1(6),2-diene","-1,2-dicarboxylate       C04783  7346"
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,-3,Ca,rb,oxymethylmuconate C05592  7916,
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,(3,"S,",4R,")-3,4-Dihydroxycyclohexa-1,5-dien","e-1,4-dicarboxylate      C06318  8554"
199.0240326     ,200.0313091,200.032087989   ,C8H8O6  12C     14N , ,     , , ,-4,Ma,le,ylacetoacetate    C01036  4279,
563.3440552     ,564.3513317,no match,,,,,,,,,,
555.2949219     ,556.3021984,556.303618389   ,C32H44O8        12C , , 14N , , , , , , Cucurbitacin E  C08797  10990,
595.1670532     ,596.1743297,596.174120359   ,C27H32O15       12C , , 14N , , , , , , Eriocitrin      C09732  11920,
595.1670532     ,596.1743297,596.174120359   ,C27H32O15       12C , , 14N , , , , , , Isobutrin       C08649  10842,
595.1670532     ,596.1743297,596.174120359   ,C27H32O15       12C , , 14N , , , , , , Flavonol 3-O-L-rhamnosylglucosi,de       C04194  6867
595.1670532     ,596.1743297,596.174120359   ,C27H32O15       12C , , 14N , , , , , , Neoeriocitrin   C09805  11993,
595.1670532     ,596.1743297,596.174120359   ,C27H32O15       12C , , 14N , , , , , , Butrin  C09616  11807,
503.2510071     ,504.2582836,no match,,,,,,,,,,
563.1778564     ,564.1851329,564.184291114   ,C27H32O13       12C , , 14N , , , , , , Pinocembrin 7-rhamnosylglucosid,e        C09828  12016
374.9876404     ,375.9949169,no match,,,,,,,,,,
431.1924744     ,432.1997509,no match,,,,,,,,,,
431.1922913     ,432.1995678,no match,,,,,,,,,,
691.43573       ,692.4430065,no match,,,,,,,,,,
193.0708771     ,194.0781536,194.079038182   ,C7H14O6 12C     14N , ,     , , ,D-,pi,ni,tol       bmse000740,
193.0708771     ,194.0781536,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-4,O-,Me,thyl-myo-inositol C06352  8588,
193.0708771     ,194.0781536,194.079038182   ,C7H14O6 12C     14N , ,     , , ,-6,O-,Me,thyl-myo-inositol C06353  8589,
